age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
38,0,215419,2,14,4,3,1,4,0,0,0,55,1,<=50K
40,0,134307,0,13,0,9,1,2,0,0,1741,40,37,<=50K
36,4,140676,0,13,4,11,1,4,1,0,0,50,37,<=50K
46,2,203653,0,13,0,11,2,2,1,0,0,40,37,<=50K
36,2,162358,2,14,4,9,1,4,0,0,1408,40,37,<=50K
30,2,213226,0,13,0,11,1,4,1,27828,0,40,37,>50K
23,5,35805,0,13,2,9,0,4,1,0,0,60,37,<=50K
46,2,278322,1,16,2,11,0,4,1,0,0,40,37,>50K
26,2,50053,0,13,4,9,1,4,1,0,0,37,37,<=50K
34,2,198183,0,13,4,11,1,4,0,0,0,50,37,<=50K
34,2,108837,0,13,2,12,0,4,1,0,0,48,37,>50K
42,2,602513,0,13,2,9,0,4,1,0,0,45,37,>50K
43,2,171087,0,13,2,9,0,4,1,5178,0,40,37,>50K
38,2,589809,0,13,2,0,0,4,1,0,0,45,37,>50K
47,1,101016,0,13,2,0,5,4,0,7688,0,40,37,>50K
26,5,79089,0,13,4,0,1,4,0,0,0,20,37,<=50K
39,2,82521,0,13,2,11,0,4,1,0,0,45,37,>50K
32,2,169768,0,13,5,12,1,2,1,0,0,40,37,<=50K
50,2,338836,0,13,2,9,0,4,1,0,1887,36,37,>50K
35,5,88215,0,13,2,9,5,1,0,0,0,40,28,>50K
46,1,349986,0,13,0,2,1,4,1,0,0,40,37,<=50K
33,2,36222,1,16,2,9,0,4,1,0,0,45,37,>50K
24,2,240063,0,13,4,9,1,4,1,0,0,20,37,<=50K
31,2,203488,0,13,2,11,0,4,1,0,1977,45,37,>50K
32,2,303692,1,16,0,9,1,4,1,0,0,40,37,>50K
44,2,270147,0,13,2,3,5,4,0,0,0,45,37,>50K
47,2,131160,0,13,0,7,1,4,0,99999,0,40,37,>50K
24,2,421474,0,13,2,11,0,4,1,0,0,40,37,<=50K
46,2,98524,0,13,0,3,1,4,1,0,0,40,1,>50K
40,2,83508,0,13,2,12,5,4,0,0,0,20,37,<=50K
36,0,187089,0,13,4,3,1,4,0,0,0,40,37,<=50K
47,2,167625,2,14,0,9,4,4,0,0,0,40,37,>50K
32,2,117444,0,13,4,3,1,4,1,0,0,50,37,<=50K
36,2,69481,3,15,2,9,0,4,1,0,0,55,37,>50K
42,2,199018,2,14,2,3,0,4,1,0,0,40,37,>50K
50,2,193871,2,14,2,9,5,4,0,0,0,38,37,<=50K
45,2,114774,2,14,0,9,1,4,0,0,2258,55,37,<=50K
36,2,298635,0,13,2,7,0,3,1,0,0,40,18,>50K
29,2,294592,2,14,4,3,1,4,1,0,0,45,37,<=50K
39,2,40955,3,15,0,9,1,4,1,0,0,45,37,>50K
22,2,125010,0,13,4,0,1,4,0,0,0,20,37,<=50K
29,2,247867,0,13,2,9,0,4,1,0,0,40,37,>50K
48,1,127675,2,14,6,9,4,4,0,0,0,44,37,<=50K
48,4,259412,3,15,2,11,0,4,1,0,0,20,37,<=50K
25,2,166977,0,13,2,9,5,4,0,0,1887,40,37,>50K
33,2,175856,0,13,2,3,0,4,1,0,0,50,37,>50K
45,3,213897,2,14,2,11,0,1,1,0,1902,40,15,>50K
27,2,375703,0,13,4,0,3,2,0,0,0,40,37,<=50K
44,1,183850,0,13,2,10,0,4,1,0,0,56,37,<=50K
40,1,104235,0,13,2,9,0,4,1,0,2051,30,37,<=50K
42,2,212894,0,13,2,11,0,4,1,0,0,70,37,>50K
24,2,446647,0,13,4,0,3,4,1,0,0,15,37,<=50K
28,2,68021,0,13,0,9,1,4,0,0,0,40,37,<=50K
39,2,453686,0,13,0,9,1,4,1,0,0,40,37,>50K
25,2,272167,0,13,4,0,1,4,1,0,0,30,37,<=50K
27,5,56365,2,14,2,9,0,1,1,0,0,20,2,<=50K
33,0,344073,0,13,4,10,1,4,1,0,1408,50,37,<=50K
26,2,174592,0,13,4,7,3,4,0,0,0,15,37,<=50K
48,2,443377,2,14,4,9,1,4,1,0,0,50,37,<=50K
28,1,229656,2,14,2,3,5,4,0,0,1485,40,37,>50K
40,2,115516,2,14,2,7,0,1,1,0,0,40,2,<=50K
44,2,89172,2,14,0,0,1,4,1,0,0,40,37,<=50K
25,2,281627,0,13,4,12,1,4,0,0,1564,30,37,>50K
22,1,192812,0,13,4,9,3,4,0,0,0,35,37,<=50K
35,2,301911,0,13,2,3,0,1,1,0,0,50,22,>50K
27,2,110622,0,13,4,0,1,1,0,0,0,40,28,<=50K
45,3,270535,0,13,2,9,0,4,1,15024,0,40,37,>50K
26,4,218993,0,13,4,9,3,4,1,0,0,30,37,<=50K
25,2,315130,0,13,4,12,1,4,0,0,0,10,37,<=50K
23,2,67311,0,13,4,3,3,4,0,0,0,40,1,<=50K
48,2,44907,0,13,0,12,1,4,0,0,0,45,37,<=50K
30,2,177437,0,13,0,11,1,4,1,0,0,40,37,<=50K
44,1,185267,0,13,2,9,0,4,1,0,1902,40,37,>50K
41,2,33331,2,14,2,3,0,4,1,0,1902,40,37,>50K
30,2,135785,0,13,4,9,1,4,0,0,0,40,37,<=50K
26,2,193945,2,14,4,3,1,4,1,0,0,60,37,<=50K
40,5,258589,2,14,4,2,1,4,1,0,0,80,37,<=50K
30,5,107142,0,13,2,9,0,4,1,0,0,37,37,>50K
42,2,23157,0,13,2,9,0,4,1,0,0,50,37,>50K
24,2,188569,2,14,4,3,3,4,0,4787,0,60,37,>50K
36,2,379522,0,13,0,9,1,4,1,0,0,40,10,<=50K
46,0,125892,2,14,2,3,2,4,1,15024,0,40,37,>50K
31,2,88231,0,13,4,2,1,4,1,0,0,40,37,<=50K
42,2,188561,0,13,2,9,0,4,1,0,0,40,37,<=50K
45,1,111994,2,14,2,9,0,4,1,0,0,40,37,>50K
27,2,247711,0,13,4,11,1,4,0,0,2258,55,37,<=50K
39,5,25806,2,14,2,9,0,1,1,0,0,48,2,<=50K
39,1,30269,0,13,4,9,1,4,0,0,0,44,37,>50K
44,2,406734,2,14,2,2,0,2,1,0,0,40,37,<=50K
24,4,31606,0,13,2,9,2,4,0,0,0,20,37,>50K
36,2,34173,0,13,2,6,5,4,0,0,0,20,37,<=50K
37,2,353550,2,14,2,3,0,4,1,15024,0,60,37,>50K
28,2,105817,0,13,4,0,3,4,1,0,0,40,37,<=50K
32,4,68879,0,13,2,3,0,4,1,0,0,50,37,>50K
34,1,79190,0,13,2,9,5,4,0,0,0,50,37,<=50K
41,3,160120,1,16,2,11,0,1,1,0,0,40,34,>50K
40,2,154374,3,15,2,9,0,4,1,0,0,60,37,>50K
38,2,367260,1,16,2,0,0,4,1,0,0,40,37,<=50K
42,2,244910,0,13,2,0,0,4,1,0,0,40,37,>50K
48,2,120902,0,13,2,12,0,4,1,0,0,40,37,>50K
48,2,215895,0,13,4,3,3,4,1,0,0,40,37,<=50K
48,4,121424,0,13,5,12,1,4,1,0,0,50,37,<=50K
46,2,106662,0,13,5,11,1,4,1,99999,0,55,37,>50K
41,1,247082,2,14,2,9,0,4,1,0,0,40,37,>50K
35,2,194668,3,15,4,9,1,4,1,99999,0,45,37,>50K
27,2,116372,0,13,4,9,1,4,0,0,0,40,37,<=50K
28,2,162994,0,13,2,12,0,4,1,0,0,40,37,<=50K
40,2,266803,2,14,2,9,5,4,0,15024,0,50,1,>50K
30,2,172830,2,14,4,0,1,4,0,0,0,40,37,<=50K
34,2,207685,0,13,5,9,4,2,0,0,0,39,37,<=50K
45,2,215892,2,14,4,3,1,4,0,0,2824,50,37,>50K
33,2,154950,0,13,2,12,0,4,1,0,0,50,37,<=50K
32,2,193285,0,13,2,3,0,4,1,0,0,45,37,>50K
41,3,195096,0,13,2,9,0,4,1,0,0,50,37,<=50K
50,4,158352,2,14,0,9,1,4,0,0,0,25,37,<=50K
25,1,109972,0,13,4,9,3,4,1,0,0,45,37,<=50K
40,2,174395,1,16,2,3,0,4,1,0,0,40,37,>50K
47,2,159399,3,15,2,9,0,4,1,0,0,55,37,>50K
47,0,38819,0,13,2,10,0,4,1,0,0,45,37,>50K
44,4,460259,0,13,2,11,0,4,1,0,0,50,37,>50K
35,1,405284,2,14,2,9,5,4,0,0,0,35,37,>50K
48,4,26502,0,13,2,3,0,4,1,0,0,40,37,>50K
24,5,147548,2,14,4,9,1,4,0,0,0,20,37,<=50K
48,1,100818,0,13,5,9,4,4,0,7443,0,45,37,<=50K
42,5,116493,0,13,2,10,0,4,1,0,0,52,37,<=50K
45,2,216414,2,14,2,12,0,4,1,0,0,50,37,>50K
38,2,324053,0,13,2,11,0,4,1,0,0,40,37,>50K
31,2,328734,2,14,4,9,1,4,0,0,0,30,37,<=50K
28,2,133937,0,13,2,0,0,4,1,15024,0,55,37,>50K
48,3,188694,1,16,2,3,0,4,1,0,0,40,37,>50K
31,2,177675,0,13,2,11,0,4,1,0,0,40,37,>50K
48,2,329144,0,13,2,3,0,4,1,0,1977,60,37,>50K
27,1,286352,0,13,4,9,1,4,0,0,0,35,37,<=50K
33,2,236304,0,13,2,3,0,2,1,0,0,60,37,>50K
24,2,123226,0,13,4,9,1,4,1,0,0,40,37,<=50K
30,2,298871,2,14,2,9,0,1,1,0,1887,45,18,>50K
42,1,277256,0,13,2,9,0,4,1,0,0,40,37,>50K
33,2,369258,0,13,4,5,2,4,0,0,0,40,24,<=50K
40,2,243580,0,13,2,3,0,4,1,0,0,44,37,>50K
36,2,132563,3,15,2,0,5,4,0,0,0,15,37,>50K
41,4,390369,3,15,2,9,0,4,1,0,0,58,37,>50K
34,2,114691,1,16,2,9,0,4,1,0,0,50,37,>50K
49,2,222829,2,14,2,9,0,4,1,0,0,42,37,>50K
44,2,321824,1,16,2,9,0,4,1,0,0,20,37,<=50K
38,3,148287,2,14,2,3,0,4,1,0,0,60,37,>50K
30,2,143766,0,13,2,9,0,4,1,0,0,40,37,>50K
46,2,135803,0,13,4,3,1,1,1,0,0,40,28,<=50K
43,2,343591,2,14,0,3,1,4,0,0,0,50,37,<=50K
44,0,32000,0,13,2,9,0,4,1,0,0,45,37,>50K
30,3,164190,0,13,4,3,1,4,1,0,2258,45,37,<=50K
24,2,170800,0,13,4,3,3,4,0,0,0,37,37,<=50K
41,2,373403,0,13,2,9,0,4,1,0,0,40,37,>50K
44,2,192014,0,13,5,3,1,4,1,0,0,38,37,<=50K
48,4,172034,0,13,2,3,0,4,1,0,0,60,37,<=50K
39,2,269168,0,13,2,9,0,1,1,0,0,45,2,>50K
35,2,103710,2,14,4,9,1,4,0,0,0,40,37,<=50K
30,1,154548,2,14,0,9,4,4,0,0,0,65,37,<=50K
32,2,177695,0,13,2,2,0,1,1,0,0,45,17,<=50K
40,2,355918,0,13,2,2,0,4,1,0,0,50,37,>50K
25,5,154610,0,13,3,5,1,4,0,0,1719,15,37,<=50K
33,2,179336,2,14,4,0,1,4,0,0,0,40,37,<=50K
25,2,108838,0,13,4,0,1,4,0,0,0,40,37,<=50K
38,4,179481,0,13,2,9,0,4,1,0,0,50,37,<=50K
49,4,232586,0,13,0,4,1,4,1,0,0,65,37,<=50K
33,4,141118,3,15,2,9,5,4,0,0,0,55,37,>50K
27,2,177955,0,13,4,12,3,4,0,0,0,40,24,<=50K
45,1,149337,2,14,2,9,0,4,1,0,0,40,20,>50K
42,3,203233,3,15,2,9,0,4,1,99999,0,99,37,>50K
39,2,127573,0,13,2,9,5,4,0,0,0,30,37,>50K
46,2,25894,1,16,0,9,1,1,1,0,0,40,17,>50K
44,2,106900,2,14,2,11,0,4,1,0,0,50,37,>50K
31,2,122612,2,14,2,11,5,1,0,0,0,25,22,>50K
38,2,436361,2,14,2,9,5,4,0,0,1977,20,37,>50K
34,2,245211,2,14,2,6,0,4,1,0,0,40,29,>50K
50,2,98975,0,13,2,0,0,4,1,15024,0,40,37,>50K
26,2,297991,0,13,2,11,1,1,0,0,1977,75,0,>50K
40,1,50563,2,14,2,3,0,2,1,0,0,55,37,>50K
47,2,165517,2,14,2,9,5,4,0,0,0,40,37,>50K
30,2,192644,2,14,2,3,0,4,1,0,0,50,37,>50K
26,2,191803,0,13,4,11,1,4,1,0,0,40,37,<=50K
36,2,170842,2,14,2,3,0,4,1,0,0,35,37,<=50K
30,2,149726,0,13,2,12,0,4,1,7688,0,40,37,>50K
38,2,372525,2,14,2,3,0,4,1,15024,0,45,37,>50K
47,1,273767,0,13,4,9,1,4,0,0,0,50,37,<=50K
49,0,89334,0,13,2,9,0,4,1,0,0,40,37,<=50K
44,2,199202,2,14,2,0,0,4,1,0,0,50,37,<=50K
45,2,212120,0,13,2,9,0,4,1,15024,0,40,37,>50K
35,2,351772,0,13,2,3,0,4,1,15024,0,45,37,>50K
46,2,431515,0,13,4,5,1,4,1,0,0,40,37,<=50K
31,2,122612,0,13,4,0,1,1,0,0,0,40,33,<=50K
46,0,83610,0,13,2,0,0,4,1,0,0,40,37,>50K
41,2,221172,0,13,4,3,3,4,1,0,0,40,37,<=50K
31,2,97723,0,13,2,9,0,4,1,7688,0,40,37,>50K
41,5,205153,2,14,2,3,0,4,1,0,0,50,37,>50K
34,1,113183,2,14,0,9,1,3,0,0,0,40,37,<=50K
28,2,119545,0,13,5,11,1,4,1,0,0,42,37,<=50K
23,2,195508,0,13,2,11,0,4,1,0,0,45,37,<=50K
35,1,42893,0,13,0,9,4,4,0,5721,0,40,37,<=50K
39,2,325374,0,13,2,3,0,4,1,15024,0,40,37,>50K
38,3,139364,0,13,2,2,0,4,1,15024,0,35,37,>50K
45,2,82797,0,13,2,3,0,4,1,0,0,45,37,>50K
31,2,100135,2,14,0,3,1,4,0,0,0,40,37,<=50K
37,4,191841,0,13,0,7,4,4,0,0,0,48,37,<=50K
28,2,37805,0,13,2,11,0,4,1,0,0,40,37,>50K
32,2,32326,0,13,2,2,5,4,0,0,0,40,37,>50K
27,5,234135,0,13,4,0,1,4,0,0,0,40,37,<=50K
43,2,173590,0,13,2,11,0,4,1,0,0,40,37,>50K
38,5,156866,0,13,2,0,0,3,1,0,0,40,37,>50K
37,3,199816,3,15,2,9,0,4,1,0,0,50,37,>50K
33,2,279231,0,13,2,11,0,4,1,0,1977,40,37,>50K
33,2,358655,0,13,4,0,3,4,0,0,0,10,37,<=50K
47,2,289517,0,13,2,2,0,4,1,0,0,50,37,>50K
46,2,155489,0,13,2,9,0,4,1,0,0,50,37,>50K
38,4,248919,0,13,0,9,1,4,1,27828,0,35,37,>50K
47,2,139268,0,13,4,12,1,4,1,27828,0,38,37,>50K
29,2,336624,0,13,4,9,1,4,1,8614,0,40,37,>50K
47,2,177858,0,13,3,3,1,4,0,27828,0,60,37,>50K
40,2,84801,0,13,2,3,0,4,1,7688,0,40,37,>50K
33,2,156602,0,13,4,11,3,4,1,3325,0,43,37,<=50K
46,3,188861,2,14,4,3,1,4,1,0,1564,50,37,>50K
42,4,54651,3,15,2,9,0,4,1,0,0,40,4,>50K
35,5,213076,0,13,2,10,0,4,1,0,0,40,37,<=50K
46,2,479406,0,13,2,11,0,4,1,0,1672,40,37,<=50K
46,1,138107,2,14,2,3,0,4,1,0,1902,60,37,>50K
42,2,100479,0,13,2,11,0,4,1,0,0,40,37,>50K
36,2,150104,2,14,2,9,5,4,0,0,0,40,37,>50K
47,2,180243,0,13,4,11,2,4,0,0,0,40,37,<=50K
34,5,275880,0,13,5,3,4,2,0,0,0,38,37,<=50K
33,2,252257,3,15,4,9,1,4,0,0,0,40,37,<=50K
45,3,200825,0,13,2,3,0,4,1,0,0,50,37,>50K
46,4,366089,0,13,2,11,0,4,1,0,0,60,37,>50K
30,2,118551,0,13,4,11,1,4,0,0,0,35,37,>50K
39,2,191503,0,13,2,9,0,4,1,0,1887,40,37,>50K
46,1,174361,2,14,2,9,0,4,1,0,0,40,37,>50K
23,2,265077,0,13,4,0,3,4,0,1055,0,10,37,<=50K
23,2,236804,0,13,4,3,1,4,1,0,0,30,37,<=50K
41,2,66208,3,15,0,9,4,4,0,0,0,45,37,<=50K
42,2,219155,0,13,2,11,0,4,1,15024,0,50,37,>50K
36,2,154410,0,13,2,9,0,4,1,0,0,40,37,>50K
41,2,195096,0,13,2,3,0,4,1,0,0,50,37,>50K
43,2,265072,0,13,4,9,1,1,1,0,2258,50,37,>50K
46,5,171926,2,14,0,3,4,4,1,7430,0,50,37,>50K
45,1,310260,0,13,2,9,0,4,1,0,0,50,37,>50K
45,1,324550,2,14,2,9,0,4,1,7688,0,40,37,>50K
34,2,173854,2,14,0,3,1,4,1,27828,0,60,37,>50K
46,1,116906,2,14,4,9,1,2,0,0,2258,35,37,<=50K
32,0,72630,3,15,4,9,1,4,1,14084,0,55,37,>50K
42,4,99185,0,13,2,2,0,4,1,0,0,50,37,>50K
40,1,208751,0,13,0,9,4,4,0,0,0,40,37,<=50K
36,2,383566,0,13,2,3,0,4,1,15024,0,55,8,>50K
40,5,243664,0,13,2,9,5,2,0,0,0,40,37,<=50K
41,2,176716,0,13,2,9,0,4,1,0,1902,40,37,>50K
43,5,598995,0,13,2,9,5,2,0,3103,0,40,37,>50K
43,3,27444,0,13,2,11,0,4,1,99999,0,40,37,>50K
30,2,131415,0,13,4,8,1,4,0,0,0,60,37,<=50K
36,2,139364,0,13,3,3,1,4,1,10520,0,40,19,>50K
35,2,109204,0,13,2,13,0,4,1,0,0,40,37,<=50K
34,4,173201,2,14,4,9,3,4,1,0,0,50,4,<=50K
39,2,268258,0,13,2,13,0,2,1,7688,0,50,37,>50K
30,2,197886,0,13,4,11,3,4,1,0,0,40,37,>50K
43,4,83411,0,13,2,11,0,4,1,0,2415,40,37,>50K
47,1,209968,0,13,2,9,0,4,1,7298,0,40,37,>50K
37,1,175120,2,14,4,9,1,4,1,0,0,45,37,<=50K
23,2,210474,0,13,4,9,3,4,0,0,0,40,37,<=50K
24,2,257621,0,13,4,3,1,4,0,0,0,40,37,<=50K
40,0,187164,0,13,4,12,3,4,1,0,0,40,37,<=50K
29,2,168479,2,14,4,11,1,4,1,0,0,40,37,<=50K
36,2,174242,0,13,4,3,1,4,1,0,0,60,37,<=50K
25,2,288440,0,13,4,12,3,4,0,0,0,40,37,<=50K
40,4,458168,0,13,2,9,0,4,1,0,0,60,37,<=50K
33,2,116294,0,13,4,9,3,4,0,0,0,40,37,>50K
30,2,264351,0,13,2,13,0,4,1,0,0,25,6,<=50K
23,5,71996,0,13,4,0,3,1,0,0,0,52,37,<=50K
23,2,163595,0,13,2,11,0,4,1,0,0,40,37,<=50K
28,2,190525,0,13,2,3,0,4,1,0,0,50,37,>50K
42,2,89003,0,13,2,5,0,4,1,0,0,50,37,<=50K
39,2,98975,0,13,4,11,1,4,0,8614,0,50,37,>50K
24,2,250630,0,13,4,11,4,4,0,0,0,45,37,<=50K
29,2,108574,2,14,4,9,1,4,0,0,0,40,37,>50K
46,5,114396,2,14,2,9,0,4,1,0,0,40,37,>50K
44,2,172307,0,13,2,3,0,4,1,7688,0,50,37,>50K
45,2,30840,2,14,0,9,1,4,1,27828,0,50,37,>50K
41,2,147099,2,14,0,3,4,4,0,0,0,40,37,<=50K
32,2,146161,2,14,2,3,0,4,1,0,0,40,37,>50K
25,2,48280,0,13,4,9,1,4,0,0,0,40,37,<=50K
24,2,59792,2,14,4,12,1,1,1,0,0,40,37,<=50K
45,1,272792,2,14,2,9,5,2,0,0,0,50,37,>50K
41,2,303521,0,13,0,9,1,4,1,4650,0,45,37,<=50K
26,2,96645,1,16,4,2,2,2,1,0,0,20,37,<=50K
39,2,179481,0,13,2,11,0,4,1,0,0,40,37,<=50K
33,2,304833,0,13,2,11,0,4,1,0,0,45,37,>50K
37,5,211286,0,13,0,9,1,4,0,0,0,50,37,<=50K
33,2,239071,0,13,4,6,1,4,1,0,0,46,37,<=50K
48,2,164200,2,14,2,9,0,4,1,0,0,40,37,>50K
44,3,144778,3,15,4,9,1,4,1,8614,0,50,37,>50K
50,1,82783,2,14,2,9,0,4,1,0,0,45,37,>50K
30,2,207301,0,13,4,11,1,4,0,0,0,50,37,<=50K
33,2,437566,2,14,4,3,1,4,1,0,0,50,37,>50K
33,2,243266,2,14,2,3,0,4,1,0,0,40,5,>50K
43,4,297510,3,15,2,9,0,4,1,0,0,60,37,>50K
41,2,167375,0,13,4,0,1,4,1,0,0,52,37,<=50K
36,2,297449,0,13,2,11,0,4,1,0,0,50,37,>50K
31,1,226525,0,13,2,2,0,4,1,0,0,51,37,<=50K
41,2,220109,0,13,2,3,0,4,1,0,0,55,37,>50K
41,2,163287,0,13,0,13,1,4,1,0,0,48,37,<=50K
27,2,189565,1,16,2,9,0,4,1,0,0,40,37,>50K
32,2,136331,0,13,2,11,0,4,1,0,1887,40,37,>50K
37,2,280549,0,13,4,0,2,4,0,0,0,40,37,<=50K
35,2,130540,2,14,4,9,3,4,1,0,1564,40,37,>50K
22,2,117789,0,13,4,0,3,4,0,0,0,40,37,<=50K
36,5,230329,1,16,2,9,0,4,1,7298,0,40,37,>50K
33,2,229051,0,13,2,3,0,4,1,0,1902,45,37,>50K
36,2,164866,0,13,2,5,0,4,1,0,0,40,37,<=50K
35,2,33001,3,15,2,9,0,4,1,15024,0,60,37,>50K
43,1,300099,0,13,0,0,1,4,0,0,0,34,37,<=50K
42,2,167174,1,16,2,9,0,1,1,0,0,50,2,>50K
31,2,197886,0,13,2,3,0,4,1,0,0,50,37,>50K
27,2,120126,0,13,2,11,0,4,1,0,0,75,37,>50K
28,2,213842,0,13,4,12,3,4,1,0,0,40,37,<=50K
49,5,70209,1,16,0,9,1,4,0,14084,0,60,37,>50K
47,1,251588,0,13,2,3,0,2,1,0,0,40,37,>50K
22,2,289579,0,13,4,3,1,4,0,0,0,40,37,<=50K
42,1,247082,0,13,2,9,0,4,1,3103,0,50,37,>50K
43,5,157999,0,13,2,9,5,4,0,0,0,40,37,>50K
23,2,41763,0,13,2,7,0,4,1,0,0,30,37,<=50K
32,2,198813,3,15,2,9,0,4,1,0,0,60,37,<=50K
22,2,195767,0,13,4,5,3,4,1,0,0,30,37,<=50K
26,2,140649,0,13,2,3,0,4,1,0,0,40,37,<=50K
36,2,295706,2,14,2,3,0,4,1,0,0,70,37,>50K
44,2,367819,0,13,2,3,0,4,1,0,0,40,37,>50K
30,2,162370,0,13,4,3,1,4,0,0,0,35,37,<=50K
44,2,175070,0,13,0,11,4,4,0,0,0,75,37,<=50K
45,2,260543,2,14,6,6,2,1,0,0,0,40,2,<=50K
27,2,237466,0,13,4,7,1,4,0,0,0,30,37,<=50K
35,2,188069,0,13,2,11,0,4,1,0,0,60,37,>50K
46,2,204379,0,13,0,3,1,4,0,0,0,37,37,<=50K
26,2,178037,0,13,4,11,1,4,1,0,0,40,19,<=50K
42,2,234508,0,13,2,9,0,4,1,0,0,40,37,>50K
32,2,360689,0,13,2,9,0,4,1,0,0,40,37,>50K
39,2,200598,0,13,2,3,0,4,1,0,0,55,37,<=50K
25,2,308144,0,13,4,2,1,4,1,0,0,40,24,<=50K
44,2,259674,2,14,2,3,0,2,1,5178,0,60,37,>50K
49,2,148549,0,13,2,9,0,4,1,0,0,55,37,>50K
30,2,94235,0,13,2,9,0,4,1,0,0,60,37,<=50K
43,2,147510,0,13,0,9,4,4,1,0,0,40,37,<=50K
38,2,52263,0,13,4,12,1,4,1,0,0,40,37,<=50K
43,1,101563,0,13,2,9,0,4,1,0,0,40,37,<=50K
23,2,347867,0,13,4,0,1,4,1,0,0,30,37,<=50K
49,2,368355,0,13,2,3,0,4,1,0,0,43,37,>50K
43,2,73333,3,15,4,4,1,4,0,0,0,32,37,<=50K
29,2,196117,0,13,4,11,3,4,0,0,0,40,37,<=50K
25,2,216741,0,13,4,11,1,4,0,0,0,45,37,<=50K
33,2,38848,0,13,0,3,1,4,1,0,0,40,37,<=50K
48,2,193047,2,14,2,3,0,4,1,0,0,60,37,>50K
27,2,310483,0,13,0,9,1,4,1,0,0,50,37,<=50K
44,0,130749,0,13,5,3,4,2,0,0,0,60,37,<=50K
30,2,53206,0,13,2,9,0,4,1,0,0,47,37,>50K
43,2,67339,0,13,4,6,1,4,1,0,0,15,37,<=50K
30,2,97723,0,13,2,2,0,4,1,0,0,30,37,<=50K
40,1,189189,0,13,2,9,5,4,0,0,0,20,37,<=50K
27,2,192936,0,13,4,9,1,4,0,0,0,45,37,<=50K
35,2,274158,0,13,2,10,0,2,1,3103,0,40,37,>50K
43,3,153205,3,15,2,9,0,1,1,0,0,70,17,>50K
43,1,126847,2,14,3,9,4,4,0,7430,0,60,37,>50K
48,5,104542,2,14,6,9,4,4,0,0,0,40,37,<=50K
29,2,142712,0,13,2,3,0,4,1,0,0,40,37,>50K
41,2,46221,3,15,4,3,1,4,1,4787,0,60,37,>50K
44,0,269792,0,13,2,0,0,4,1,0,0,43,37,<=50K
28,2,363257,0,13,4,9,1,2,1,0,0,50,37,<=50K
30,2,19678,0,13,1,11,5,1,0,0,0,60,28,>50K
26,5,36741,0,13,4,9,1,4,0,0,0,20,37,<=50K
48,2,355781,0,13,2,9,0,1,1,0,0,40,17,>50K
40,3,46221,1,16,4,9,1,4,1,99999,0,55,37,>50K
31,2,35864,0,13,4,11,1,0,1,0,0,60,37,<=50K
44,0,259307,0,13,2,3,0,4,1,0,0,40,37,>50K
47,4,85982,2,14,4,9,1,0,0,0,0,60,37,<=50K
39,2,230467,0,13,4,11,3,4,1,0,0,40,10,<=50K
28,1,133136,2,14,4,9,1,4,1,0,0,35,37,<=50K
47,1,284871,3,15,2,9,0,4,1,0,0,35,37,>50K
37,0,188563,2,14,4,9,1,4,1,0,1876,40,37,<=50K
49,3,154174,0,13,2,3,0,4,1,0,0,50,37,>50K
37,2,123104,1,16,2,9,0,4,1,0,0,40,37,<=50K
33,1,156464,2,14,2,3,0,4,1,0,0,40,37,<=50K
34,2,110622,2,14,0,3,2,1,0,0,0,40,33,<=50K
38,2,289448,2,14,4,9,4,1,0,0,0,40,2,>50K
32,4,399088,0,13,0,9,1,4,0,0,1340,45,37,<=50K
41,4,143046,2,14,2,3,5,4,0,99999,0,50,37,>50K
50,2,355954,0,13,2,3,0,4,1,0,0,50,37,>50K
30,2,220915,0,13,2,9,0,4,1,0,0,60,37,<=50K
45,2,175600,2,14,2,3,0,4,1,0,0,60,37,<=50K
41,4,167081,2,14,2,9,0,4,1,0,2415,55,37,>50K
22,2,60668,0,13,4,3,3,4,1,0,0,40,37,<=50K
27,2,255979,0,13,2,6,0,4,1,0,0,40,37,<=50K
30,2,262092,0,13,2,11,0,4,1,0,0,55,37,<=50K
23,2,299047,0,13,4,11,1,4,0,0,0,40,37,<=50K
28,4,146735,1,16,2,9,0,4,1,0,0,50,37,>50K
42,2,96115,0,13,5,7,1,4,1,0,0,40,37,<=50K
34,0,168931,0,13,2,3,5,3,0,0,0,40,37,>50K
31,2,200835,0,13,3,9,1,1,1,0,0,40,22,<=50K
45,5,74305,2,14,2,9,0,4,1,0,0,35,37,>50K
39,2,30875,0,13,0,11,4,4,0,0,0,40,37,>50K
24,1,38707,0,13,4,13,3,4,1,0,0,20,37,<=50K
31,0,144949,0,13,2,0,0,4,1,0,0,40,37,<=50K
48,0,33084,0,13,2,10,0,4,1,0,0,50,37,>50K
26,0,76491,0,13,4,9,1,4,1,0,0,55,37,<=50K
48,4,196707,1,16,2,9,0,4,1,99999,0,60,37,>50K
47,0,187581,0,13,2,0,0,4,1,0,0,48,37,>50K
30,2,101345,0,13,4,11,1,4,0,0,0,40,37,<=50K
42,1,150533,2,14,2,9,0,4,1,0,0,46,37,<=50K
41,2,101593,0,13,2,3,0,4,1,0,0,60,37,>50K
24,2,190591,0,13,4,9,1,4,0,0,0,50,37,<=50K
31,2,280927,0,13,4,3,1,4,0,0,0,40,37,>50K
25,2,202480,0,13,2,9,0,4,1,0,0,40,37,>50K
